code,uri,label
" CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY ",OMIM:608118," CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY "
 COACH SYNDROME ,OMIM:608118, COACH SYNDROME 
 COCKAYNE SYNDROME A ,OMIM:608118, COCKAYNE SYNDROME A 
 COCKAYNE SYNDROME B ,OMIM:608118, COCKAYNE SYNDROME B 
 COCOON SYNDROME ,OMIM:608118, COCOON SYNDROME 
 CODAS SYNDROME ,OMIM:608118, CODAS SYNDROME 
" COENZYME Q10 DEFICIENCY, PRIMARY ",OMIM:608118," COENZYME Q10 DEFICIENCY, PRIMARY "
 COFFIN-LOWRY SYNDROME ,OMIM:608118, COFFIN-LOWRY SYNDROME 
 COFFIN-SIRIS SYNDROME ,OMIM:608118, COFFIN-SIRIS SYNDROME 
 COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA ,OMIM:608118, COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA 
 COHEN SYNDROME ,OMIM:608118, COHEN SYNDROME 
 COLCHICINE RESISTANCE ,OMIM:608118, COLCHICINE RESISTANCE 
 COLD-INDUCED SWEATING SYNDROME ,OMIM:608118, COLD-INDUCED SWEATING SYNDROME 
 COLE DISEASE ,OMIM:608118, COLE DISEASE 
 COLE-CARPENTER SYNDROME ,OMIM:608118, COLE-CARPENTER SYNDROME 
 COLOBOMA OF OPTIC NERVE ,OMIM:608118, COLOBOMA OF OPTIC NERVE 
" COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME ",OMIM:608118," COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME "
" COLOBOMA, OCULAR, AUTOSOMAL DOMINANT ",OMIM:608118," COLOBOMA, OCULAR, AUTOSOMAL DOMINANT "
" COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE ",OMIM:608118," COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE "
" COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION ",OMIM:608118," COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION "
" COLORBLINDNESS, PARTIAL, DEUTAN SERIES ",OMIM:608118," COLORBLINDNESS, PARTIAL, DEUTAN SERIES "
" COLORBLINDNESS, PARTIAL, PROTAN SERIES ",OMIM:608118," COLORBLINDNESS, PARTIAL, PROTAN SERIES "
 COLORECTAL CANCER ,OMIM:608118, COLORECTAL CANCER 
" COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS ",OMIM:608118," COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS "
" COLORECTAL CANCER, SUSCEPTIBILITY TO, 1 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 1 "
" COLORECTAL CANCER, SUSCEPTIBILITY TO, 10 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 10 "
" COLORECTAL CANCER, SUSCEPTIBILITY TO, 12 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 12 "
" COLORECTAL CANCER, SUSCEPTIBILITY TO, 3 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 3 "
 COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS ,OMIM:608118, COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS 
 COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA ,OMIM:608118, COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA 
" COMBINED IMMUNODEFICIENCY, X-LINKED ",OMIM:608118," COMBINED IMMUNODEFICIENCY, X-LINKED "
 COMBINED MALONIC AND METHYLMALONIC ACIDURIA ,OMIM:608118, COMBINED MALONIC AND METHYLMALONIC ACIDURIA 
 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY ,OMIM:608118, COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 
 COMBINED SAPOSIN DEFICIENCY ,OMIM:608118, COMBINED SAPOSIN DEFICIENCY 
 COMPLEMENT COMPONENT 2 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 2 DEFICIENCY 
" COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE ",OMIM:608118," COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE "
" COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF ",OMIM:608118," COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF "
 COMPLEMENT COMPONENT 4A DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 4A DEFICIENCY 
 COMPLEMENT COMPONENT 4B DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 4B DEFICIENCY 
 COMPLEMENT COMPONENT 5 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 5 DEFICIENCY 
 COMPLEMENT COMPONENT 6 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 6 DEFICIENCY 
 COMPLEMENT COMPONENT 7 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 7 DEFICIENCY 
" COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I ",OMIM:608118," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I "
" COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II ",OMIM:608118," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II "
 COMPLEMENT COMPONENT 9 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 9 DEFICIENCY 
 COMPLEMENT COMPONENT C1R/C1S DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT C1R/C1S DEFICIENCY 
 COMPLEMENT COMPONENT C1S DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT C1S DEFICIENCY 
 COMPLEMENT FACTOR B DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR B DEFICIENCY 
 COMPLEMENT FACTOR D DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR D DEFICIENCY 
 COMPLEMENT FACTOR H DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR H DEFICIENCY 
 COMPLEMENT FACTOR I DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR I DEFICIENCY 
 CONE DYSTROPHY 3 ,OMIM:608118, CONE DYSTROPHY 3 
 CONE DYSTROPHY 4 ,OMIM:608118, CONE DYSTROPHY 4 
 CONE-ROD DYSTROPHY 10 ,OMIM:608118, CONE-ROD DYSTROPHY 10 
 CONE-ROD DYSTROPHY 11 ,OMIM:608118, CONE-ROD DYSTROPHY 11 
 CONE-ROD DYSTROPHY 12 ,OMIM:608118, CONE-ROD DYSTROPHY 12 
 CONE-ROD DYSTROPHY 13 ,OMIM:608118, CONE-ROD DYSTROPHY 13 
 CONE-ROD DYSTROPHY 18 ,OMIM:608118, CONE-ROD DYSTROPHY 18 
 CONE-ROD DYSTROPHY 19 ,OMIM:608118, CONE-ROD DYSTROPHY 19 
 CONE-ROD DYSTROPHY 2 ,OMIM:608118, CONE-ROD DYSTROPHY 2 
 CONE-ROD DYSTROPHY 20 ,OMIM:608118, CONE-ROD DYSTROPHY 20 
 CONE-ROD DYSTROPHY 21 ,OMIM:608118, CONE-ROD DYSTROPHY 21 
 CONE-ROD DYSTROPHY 3 ,OMIM:608118, CONE-ROD DYSTROPHY 3 
 CONE-ROD DYSTROPHY 5 ,OMIM:608118, CONE-ROD DYSTROPHY 5 
 CONE-ROD DYSTROPHY 6 ,OMIM:608118, CONE-ROD DYSTROPHY 6 
 CONE-ROD DYSTROPHY 7 ,OMIM:608118, CONE-ROD DYSTROPHY 7 
 CONE-ROD DYSTROPHY 9 ,OMIM:608118, CONE-ROD DYSTROPHY 9 
" CONE-ROD DYSTROPHY, X-LINKED, 1 ",OMIM:608118," CONE-ROD DYSTROPHY, X-LINKED, 1 "
" CONE-ROD DYSTROPHY, X-LINKED, 3 ",OMIM:608118," CONE-ROD DYSTROPHY, X-LINKED, 3 "
" CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE ",OMIM:608118," CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE "
 CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT ,OMIM:608118, CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 
" CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY ",OMIM:608118," CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY "
" CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION ",OMIM:608118," CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION "
" CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY ",OMIM:608118," CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY "
 CONGENITAL DISORDER OF DEGLYCOSYLATION ,OMIM:608118, CONGENITAL DISORDER OF DEGLYCOSYLATION 
" CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE I ",OMIM:608118," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE I "
" CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE II ",OMIM:608118," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE II "
" CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY ",OMIM:608118," CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY "
" CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2 ",OMIM:608118," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2 "
" CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4 ",OMIM:608118," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4 "
 CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS ,OMIM:608118, CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS 
" CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI ",OMIM:608118," CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI "
 CONGENITAL SHORT BOWEL SYNDROME ,OMIM:608118, CONGENITAL SHORT BOWEL SYNDROME 
 CONOTRUNCAL HEART MALFORMATIONS ,OMIM:608118, CONOTRUNCAL HEART MALFORMATIONS 
" CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS ",OMIM:608118," CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS "
" COPROPORPHYRIA, HEREDITARY ",OMIM:608118," COPROPORPHYRIA, HEREDITARY "
 CORNEA PLANA ,OMIM:608118, CORNEA PLANA 
 CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS ,OMIM:608118, CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS 
" CORNEAL DYSTROPHY, AVELLINO TYPE ",OMIM:608118," CORNEAL DYSTROPHY, AVELLINO TYPE "
" CORNEAL DYSTROPHY, CONGENITAL STROMAL ",OMIM:608118," CORNEAL DYSTROPHY, CONGENITAL STROMAL "
" CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE ",OMIM:608118," CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE "
" CORNEAL DYSTROPHY, FLECK ",OMIM:608118," CORNEAL DYSTROPHY, FLECK "
" CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL ",OMIM:608118," CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL "
" CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE ",OMIM:608118," CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE "
" CORNEAL DYSTROPHY, GROENOUW TYPE I ",OMIM:608118," CORNEAL DYSTROPHY, GROENOUW TYPE I "
" CORNEAL DYSTROPHY, LATTICE TYPE I ",OMIM:608118," CORNEAL DYSTROPHY, LATTICE TYPE I "
" CORNEAL DYSTROPHY, LATTICE TYPE IIIA ",OMIM:608118," CORNEAL DYSTROPHY, LATTICE TYPE IIIA "
" CORNEAL DYSTROPHY, MEESMANN ",OMIM:608118," CORNEAL DYSTROPHY, MEESMANN "
" CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS ",OMIM:608118," CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS "
" CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE ",OMIM:608118," CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE "
" CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE ",OMIM:608118," CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE "
 CORNEAL ENDOTHELIAL DYSTROPHY ,OMIM:608118, CORNEAL ENDOTHELIAL DYSTROPHY 
 CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA ,OMIM:608118, CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA 
 CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES ,OMIM:608118, CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES 
 CORNELIA DE LANGE SYNDROME ,OMIM:608118, CORNELIA DE LANGE SYNDROME 
" CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 ",OMIM:608118," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 "
" CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1 ",OMIM:608118," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1 "
" CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1 "
" CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 2 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 2 "
" CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5 "
" CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6 "
" CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7 "
" CORPUS CALLOSUM, AGENESIS OF ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF "
" CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA "
" CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA "
" CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED ",OMIM:608118," CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED "
" CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS "
" CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7 ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7 "
" CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8 ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8 "
 CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME ,OMIM:608118, CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME 
" CORTICAL MALFORMATIONS, OCCIPITAL ",OMIM:608118," CORTICAL MALFORMATIONS, OCCIPITAL "
 CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY ,OMIM:608118, CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY 
 CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY ,OMIM:608118, CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY 
 CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY ,OMIM:608118, CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY 
 CORTISONE REDUCTASE DEFICIENCY ,OMIM:608118, CORTISONE REDUCTASE DEFICIENCY 
 COSTELLO SYNDROME ,OMIM:608118, COSTELLO SYNDROME 
 COUMARIN RESISTANCE ,OMIM:608118, COUMARIN RESISTANCE 
 COUSIN SYNDROME ,OMIM:608118, COUSIN SYNDROME 
 COWDEN DISEASE ,OMIM:608118, COWDEN DISEASE 
" CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT ",OMIM:608118," CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT "
 CRANIOECTODERMAL DYSPLASIA ,OMIM:608118, CRANIOECTODERMAL DYSPLASIA 
 CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME ,OMIM:608118, CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME 
" CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME ",OMIM:608118," CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME "
 CRANIOFACIAL-DEAFNESS-HAND SYNDROME ,OMIM:608118, CRANIOFACIAL-DEAFNESS-HAND SYNDROME 
 CRANIOFRONTONASAL SYNDROME ,OMIM:608118, CRANIOFRONTONASAL SYNDROME 
 CRANIOLENTICULOSUTURAL DYSPLASIA ,OMIM:608118, CRANIOLENTICULOSUTURAL DYSPLASIA 
" CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT ",OMIM:608118," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT "
" CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE ",OMIM:608118," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE "
 CRANIOSYNOSTOSIS 1 ,OMIM:608118, CRANIOSYNOSTOSIS 1 
 CRANIOSYNOSTOSIS 2 ,OMIM:608118, CRANIOSYNOSTOSIS 2 
 CRANIOSYNOSTOSIS 3 ,OMIM:608118, CRANIOSYNOSTOSIS 3 
 CRANIOSYNOSTOSIS 4 ,OMIM:608118, CRANIOSYNOSTOSIS 4 
" CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO ",OMIM:608118," CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO "
 CRANIOSYNOSTOSIS 6 ,OMIM:608118, CRANIOSYNOSTOSIS 6 
 CRANIOSYNOSTOSIS AND DENTAL ANOMALIES ,OMIM:608118, CRANIOSYNOSTOSIS AND DENTAL ANOMALIES 
" CREATINE PHOSPHOKINASE, ELEVATED SERUM ",OMIM:608118," CREATINE PHOSPHOKINASE, ELEVATED SERUM "
 CREUTZFELDT-JAKOB DISEASE ,OMIM:608118, CREUTZFELDT-JAKOB DISEASE 
 CROUZON SYNDROME ,OMIM:608118, CROUZON SYNDROME 
 CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS ,OMIM:608118, CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS 
 CRYOHYDROCYTOSIS ,OMIM:608118, CRYOHYDROCYTOSIS 
" CRYPTORCHIDISM, UNILATERAL OR BILATERAL ",OMIM:608118," CRYPTORCHIDISM, UNILATERAL OR BILATERAL "
 CULLER-JONES SYNDROME ,OMIM:608118, CULLER-JONES SYNDROME 
 CURRARINO SYNDROME ,OMIM:608118, CURRARINO SYNDROME 
" CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL ",OMIM:608118," CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL "
" CUTIS LAXA, AUTOSOMAL DOMINANT 1 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 1 "
" CUTIS LAXA, AUTOSOMAL DOMINANT 2 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 2 "
" CUTIS LAXA, AUTOSOMAL DOMINANT 3 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 3 "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA "
" CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB "
" CYANOSIS, TRANSIENT NEONATAL ",OMIM:608118," CYANOSIS, TRANSIENT NEONATAL "
 CYCLIC NEUTROPENIA ,OMIM:608118, CYCLIC NEUTROPENIA 
 CYCLIC VOMITING SYNDROME ,OMIM:608118, CYCLIC VOMITING SYNDROME 
" CYLINDROMATOSIS, FAMILIAL ",OMIM:608118," CYLINDROMATOSIS, FAMILIAL "
 CYSTATHIONINURIA ,OMIM:608118, CYSTATHIONINURIA 
 CYSTIC FIBROSIS ,OMIM:608118, CYSTIC FIBROSIS 
" CYSTINOSIS, ADULT NONNEPHROPATHIC ",OMIM:608118," CYSTINOSIS, ADULT NONNEPHROPATHIC "
" CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE ",OMIM:608118," CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE "
" CYSTINOSIS, NEPHROPATHIC ",OMIM:608118," CYSTINOSIS, NEPHROPATHIC "
 CYSTINURIA ,OMIM:608118, CYSTINURIA 
 CZECH DYSPLASIA ,OMIM:608118, CZECH DYSPLASIA 
 D-2-HYDROXYGLUTARIC ACIDURIA ,OMIM:608118, D-2-HYDROXYGLUTARIC ACIDURIA 
 D-BIFUNCTIONAL PROTEIN DEFICIENCY ,OMIM:608118, D-BIFUNCTIONAL PROTEIN DEFICIENCY 
 D-GLYCERIC ACIDURIA ,OMIM:608118, D-GLYCERIC ACIDURIA 
 DANON DISEASE ,OMIM:608118, DANON DISEASE 
 DARIER-WHITE DISEASE ,OMIM:608118, DARIER-WHITE DISEASE 
 DE SANCTIS-CACCHIONE SYNDROME ,OMIM:608118, DE SANCTIS-CACCHIONE SYNDROME 
 DEAFNESS AND MYOPIA ,OMIM:608118, DEAFNESS AND MYOPIA 
" DEAFNESS, AMINOGLYCOSIDE-INDUCED ",OMIM:608118," DEAFNESS, AMINOGLYCOSIDE-INDUCED "
" DEAFNESS, AUTOSOMAL DOMINANT ",OMIM:608118," DEAFNESS, AUTOSOMAL DOMINANT "
" DEAFNESS, AUTOSOMAL DOMINANT 39, WITH DENTINOGENESIS IMPERFECTA 1 ",OMIM:608118," DEAFNESS, AUTOSOMAL DOMINANT 39, WITH DENTINOGENESIS IMPERFECTA 1 "
" DEAFNESS, AUTOSOMAL RECESSIVE ",OMIM:608118," DEAFNESS, AUTOSOMAL RECESSIVE "
" DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA ",OMIM:608118," DEAFNESS, CONGENITAL, WITH INNER EAR AGENESIS, MICROTIA, AND MICRODONTIA "
" DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF FINGERS AND TOES ",OMIM:608118," DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF FINGERS AND TOES "
" DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION ",OMIM:608118," DEAFNESS, DYSTONIA, AND CEREBRAL HYPOMYELINATION "
" DEAFNESS, NONSYNDROMIC SENSORINEURAL, MITOCHONDRIAL ",OMIM:608118," DEAFNESS, NONSYNDROMIC SENSORINEURAL, MITOCHONDRIAL "
" DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME ",OMIM:608118," DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME "
" DEAFNESS, X-LINKED ",OMIM:608118," DEAFNESS, X-LINKED "
 DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA ,OMIM:608118, DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA 
 DEHYDRATED HEREDITARY STOMATOCYTOSIS 2 ,OMIM:608118, DEHYDRATED HEREDITARY STOMATOCYTOSIS 2 
" DELAYED SLEEP PHASE SYNDROME, SUSCEPTIBILITY TO ",OMIM:608118," DELAYED SLEEP PHASE SYNDROME, SUSCEPTIBILITY TO "
" DEMENTIA, LEWY BODY ",OMIM:608118," DEMENTIA, LEWY BODY "
" DENGUE VIRUS, SUSCEPTIBILITY TO ",OMIM:608118," DENGUE VIRUS, SUSCEPTIBILITY TO "
 DENT DISEASE ,OMIM:608118, DENT DISEASE 
 DENTAL ANOMALIES AND SHORT STATURE ,OMIM:608118, DENTAL ANOMALIES AND SHORT STATURE 
 DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY ,OMIM:608118, DENTATORUBRAL-PALLIDOLUYSIAN ATROPHY 
" DENTIN DYSPLASIA, TYPE I ",OMIM:608118," DENTIN DYSPLASIA, TYPE I "
" DENTIN DYSPLASIA, TYPE II ",OMIM:608118," DENTIN DYSPLASIA, TYPE II "
 DENTINOGENESIS IMPERFECTA 1 ,OMIM:608118, DENTINOGENESIS IMPERFECTA 1 
" DENTINOGENESIS IMPERFECTA, SHIELDS TYPE III ",OMIM:608118," DENTINOGENESIS IMPERFECTA, SHIELDS TYPE III "
 DENYS-DRASH SYNDROME ,OMIM:608118, DENYS-DRASH SYNDROME 
" DERMATITIS, ATOPIC ",OMIM:608118," DERMATITIS, ATOPIC "
 DERMATOFIBROSARCOMA PROTUBERANS ,OMIM:608118, DERMATOFIBROSARCOMA PROTUBERANS 
