Column,Code,Class,Label
indi_pt, CHONDROCALCINOSIS 2 ,OMIM:608118, CHONDROCALCINOSIS 2 
indi_pt," CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE ",OMIM:608118," CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE "
indi_pt," CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT ",OMIM:608118," CHONDRODYSPLASIA PUNCTATA 2, X-LINKED DOMINANT "
indi_pt," CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE ",OMIM:608118," CHONDRODYSPLASIA WITH JOINT DISLOCATIONS, GPAPP TYPE "
indi_pt," CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA ",OMIM:608118," CHONDRODYSPLASIA WITH PLATYSPONDYLY, DISTINCTIVE BRACHYDACTYLY, HYDROCEPHALY, AND MICROPHTHALMIA "
indi_pt," CHONDRODYSPLASIA, BLOMSTRAND TYPE ",OMIM:608118," CHONDRODYSPLASIA, BLOMSTRAND TYPE "
indi_pt," CHONDRODYSPLASIA, GREBE TYPE ",OMIM:608118," CHONDRODYSPLASIA, GREBE TYPE "
indi_pt, CHONDROSARCOMA ,OMIM:608118, CHONDROSARCOMA 
indi_pt," CHONDROSARCOMA, EXTRASKELETAL MYXOID ",OMIM:608118," CHONDROSARCOMA, EXTRASKELETAL MYXOID "
indi_pt, CHOPS SYNDROME ,OMIM:608118, CHOPS SYNDROME 
indi_pt," CHOREA, BENIGN HEREDITARY ",OMIM:608118," CHOREA, BENIGN HEREDITARY "
indi_pt, CHOREOACANTHOCYTOSIS ,OMIM:608118, CHOREOACANTHOCYTOSIS 
indi_pt, CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION ,OMIM:608118, CHOREOATHETOSIS AND CONGENITAL HYPOTHYROIDISM WITH OR WITHOUT PULMONARY DYSFUNCTION 
indi_pt," CHOROIDAL DYSTROPHY, CENTRAL AREOLAR ",OMIM:608118," CHOROIDAL DYSTROPHY, CENTRAL AREOLAR "
indi_pt, CHOROIDEREMIA ,OMIM:608118, CHOROIDEREMIA 
indi_pt, CHROMOSOME 2P16.3 DELETION SYNDROME ,OMIM:608118, CHROMOSOME 2P16.3 DELETION SYNDROME 
indi_pt, CHROMOSOME 5Q DELETION SYNDROME ,OMIM:608118, CHROMOSOME 5Q DELETION SYNDROME 
indi_pt, CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA ,OMIM:608118, CHRONIC ATRIAL AND INTESTINAL DYSRHYTHMIA 
indi_pt, CHUDLEY-MCCULLOUGH SYNDROME ,OMIM:608118, CHUDLEY-MCCULLOUGH SYNDROME 
indi_pt, CHYLOMICRON RETENTION DISEASE ,OMIM:608118, CHYLOMICRON RETENTION DISEASE 
indi_pt, CINCA SYNDROME ,OMIM:608118, CINCA SYNDROME 
indi_pt," CIRRHOSIS, FAMILIAL ",OMIM:608118," CIRRHOSIS, FAMILIAL "
indi_pt," CITRULLINEMIA, CLASSIC ",OMIM:608118," CITRULLINEMIA, CLASSIC "
indi_pt," CITRULLINEMIA, TYPE II, ADULT-ONSET ",OMIM:608118," CITRULLINEMIA, TYPE II, ADULT-ONSET "
indi_pt," CITRULLINEMIA, TYPE II, NEONATAL-ONSET ",OMIM:608118," CITRULLINEMIA, TYPE II, NEONATAL-ONSET "
indi_pt, CK SYNDROME ,OMIM:608118, CK SYNDROME 
indi_pt," CLEFT PALATE WITH OR WITHOUT ANKYLOGLOSSIA, X-LINKED ",OMIM:608118," CLEFT PALATE WITH OR WITHOUT ANKYLOGLOSSIA, X-LINKED "
indi_pt," CLEFT PALATE, ISOLATED ",OMIM:608118," CLEFT PALATE, ISOLATED "
indi_pt," CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES ",OMIM:608118," CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES "
indi_pt, CLEIDOCRANIAL DYSPLASIA ,OMIM:608118, CLEIDOCRANIAL DYSPLASIA 
indi_pt," CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY ",OMIM:608118," CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY "
indi_pt, COACH SYNDROME ,OMIM:608118, COACH SYNDROME 
indi_pt, COCKAYNE SYNDROME A ,OMIM:608118, COCKAYNE SYNDROME A 
indi_pt, COCKAYNE SYNDROME B ,OMIM:608118, COCKAYNE SYNDROME B 
indi_pt, COCOON SYNDROME ,OMIM:608118, COCOON SYNDROME 
indi_pt, CODAS SYNDROME ,OMIM:608118, CODAS SYNDROME 
indi_pt," COENZYME Q10 DEFICIENCY, PRIMARY ",OMIM:608118," COENZYME Q10 DEFICIENCY, PRIMARY "
indi_pt, COFFIN-LOWRY SYNDROME ,OMIM:608118, COFFIN-LOWRY SYNDROME 
indi_pt, COFFIN-SIRIS SYNDROME ,OMIM:608118, COFFIN-SIRIS SYNDROME 
indi_pt, COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA ,OMIM:608118, COGNITIVE IMPAIRMENT WITH OR WITHOUT CEREBELLAR ATAXIA 
indi_pt, COHEN SYNDROME ,OMIM:608118, COHEN SYNDROME 
indi_pt, COLCHICINE RESISTANCE ,OMIM:608118, COLCHICINE RESISTANCE 
indi_pt, COLD-INDUCED SWEATING SYNDROME ,OMIM:608118, COLD-INDUCED SWEATING SYNDROME 
indi_pt, COLE DISEASE ,OMIM:608118, COLE DISEASE 
indi_pt, COLE-CARPENTER SYNDROME ,OMIM:608118, COLE-CARPENTER SYNDROME 
indi_pt, COLOBOMA OF OPTIC NERVE ,OMIM:608118, COLOBOMA OF OPTIC NERVE 
indi_pt," COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME ",OMIM:608118," COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME "
indi_pt," COLOBOMA, OCULAR, AUTOSOMAL DOMINANT ",OMIM:608118," COLOBOMA, OCULAR, AUTOSOMAL DOMINANT "
indi_pt," COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE ",OMIM:608118," COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE "
indi_pt," COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION ",OMIM:608118," COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR MENTAL RETARDATION "
indi_pt," COLORBLINDNESS, PARTIAL, DEUTAN SERIES ",OMIM:608118," COLORBLINDNESS, PARTIAL, DEUTAN SERIES "
indi_pt," COLORBLINDNESS, PARTIAL, PROTAN SERIES ",OMIM:608118," COLORBLINDNESS, PARTIAL, PROTAN SERIES "
indi_pt, COLORECTAL CANCER ,OMIM:608118, COLORECTAL CANCER 
indi_pt," COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS ",OMIM:608118," COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS "
indi_pt," COLORECTAL CANCER, SUSCEPTIBILITY TO, 1 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 1 "
indi_pt," COLORECTAL CANCER, SUSCEPTIBILITY TO, 10 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 10 "
indi_pt," COLORECTAL CANCER, SUSCEPTIBILITY TO, 12 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 12 "
indi_pt," COLORECTAL CANCER, SUSCEPTIBILITY TO, 3 ",OMIM:608118," COLORECTAL CANCER, SUSCEPTIBILITY TO, 3 "
indi_pt, COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS ,OMIM:608118, COMBINED CELLULAR AND HUMORAL IMMUNE DEFECTS WITH GRANULOMAS 
indi_pt, COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA ,OMIM:608118, COMBINED D-2- AND L-2-HYDROXYGLUTARIC ACIDURIA 
indi_pt," COMBINED IMMUNODEFICIENCY, X-LINKED ",OMIM:608118," COMBINED IMMUNODEFICIENCY, X-LINKED "
indi_pt, COMBINED MALONIC AND METHYLMALONIC ACIDURIA ,OMIM:608118, COMBINED MALONIC AND METHYLMALONIC ACIDURIA 
indi_pt, COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY ,OMIM:608118, COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 
indi_pt, COMBINED SAPOSIN DEFICIENCY ,OMIM:608118, COMBINED SAPOSIN DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT 2 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 2 DEFICIENCY 
indi_pt," COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE ",OMIM:608118," COMPLEMENT COMPONENT 3 DEFICIENCY, AUTOSOMAL RECESSIVE "
indi_pt," COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF ",OMIM:608118," COMPLEMENT COMPONENT 4, PARTIAL DEFICIENCY OF "
indi_pt, COMPLEMENT COMPONENT 4A DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 4A DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT 4B DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 4B DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT 5 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 5 DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT 6 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 6 DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT 7 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 7 DEFICIENCY 
indi_pt," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I ",OMIM:608118," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I "
indi_pt," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II ",OMIM:608118," COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II "
indi_pt, COMPLEMENT COMPONENT 9 DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT 9 DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT C1R/C1S DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT C1R/C1S DEFICIENCY 
indi_pt, COMPLEMENT COMPONENT C1S DEFICIENCY ,OMIM:608118, COMPLEMENT COMPONENT C1S DEFICIENCY 
indi_pt, COMPLEMENT FACTOR B DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR B DEFICIENCY 
indi_pt, COMPLEMENT FACTOR D DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR D DEFICIENCY 
indi_pt, COMPLEMENT FACTOR H DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR H DEFICIENCY 
indi_pt, COMPLEMENT FACTOR I DEFICIENCY ,OMIM:608118, COMPLEMENT FACTOR I DEFICIENCY 
indi_pt, CONE DYSTROPHY 3 ,OMIM:608118, CONE DYSTROPHY 3 
indi_pt, CONE DYSTROPHY 4 ,OMIM:608118, CONE DYSTROPHY 4 
indi_pt, CONE-ROD DYSTROPHY 10 ,OMIM:608118, CONE-ROD DYSTROPHY 10 
indi_pt, CONE-ROD DYSTROPHY 11 ,OMIM:608118, CONE-ROD DYSTROPHY 11 
indi_pt, CONE-ROD DYSTROPHY 12 ,OMIM:608118, CONE-ROD DYSTROPHY 12 
indi_pt, CONE-ROD DYSTROPHY 13 ,OMIM:608118, CONE-ROD DYSTROPHY 13 
indi_pt, CONE-ROD DYSTROPHY 18 ,OMIM:608118, CONE-ROD DYSTROPHY 18 
indi_pt, CONE-ROD DYSTROPHY 19 ,OMIM:608118, CONE-ROD DYSTROPHY 19 
indi_pt, CONE-ROD DYSTROPHY 2 ,OMIM:608118, CONE-ROD DYSTROPHY 2 
indi_pt, CONE-ROD DYSTROPHY 20 ,OMIM:608118, CONE-ROD DYSTROPHY 20 
indi_pt, CONE-ROD DYSTROPHY 21 ,OMIM:608118, CONE-ROD DYSTROPHY 21 
indi_pt, CONE-ROD DYSTROPHY 3 ,OMIM:608118, CONE-ROD DYSTROPHY 3 
indi_pt, CONE-ROD DYSTROPHY 5 ,OMIM:608118, CONE-ROD DYSTROPHY 5 
indi_pt, CONE-ROD DYSTROPHY 6 ,OMIM:608118, CONE-ROD DYSTROPHY 6 
indi_pt, CONE-ROD DYSTROPHY 7 ,OMIM:608118, CONE-ROD DYSTROPHY 7 
indi_pt, CONE-ROD DYSTROPHY 9 ,OMIM:608118, CONE-ROD DYSTROPHY 9 
indi_pt," CONE-ROD DYSTROPHY, X-LINKED, 1 ",OMIM:608118," CONE-ROD DYSTROPHY, X-LINKED, 1 "
indi_pt," CONE-ROD DYSTROPHY, X-LINKED, 3 ",OMIM:608118," CONE-ROD DYSTROPHY, X-LINKED, 3 "
indi_pt," CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE ",OMIM:608118," CONE-ROD SYNAPTIC DISORDER, CONGENITAL NONPROGRESSIVE "
indi_pt, CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT ,OMIM:608118, CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT 
indi_pt," CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY ",OMIM:608118," CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY "
indi_pt," CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION ",OMIM:608118," CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION "
indi_pt," CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY ",OMIM:608118," CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY "
indi_pt, CONGENITAL DISORDER OF DEGLYCOSYLATION ,OMIM:608118, CONGENITAL DISORDER OF DEGLYCOSYLATION 
indi_pt," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE I ",OMIM:608118," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE I "
indi_pt," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE II ",OMIM:608118," CONGENITAL DISORDERS OF GLYCOSYLATION, TYPE II "
indi_pt," CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY ",OMIM:608118," CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY "
indi_pt," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2 ",OMIM:608118," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2 "
indi_pt," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4 ",OMIM:608118," CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4 "
indi_pt, CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS ,OMIM:608118, CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS 
indi_pt," CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI ",OMIM:608118," CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI "
indi_pt, CONGENITAL SHORT BOWEL SYNDROME ,OMIM:608118, CONGENITAL SHORT BOWEL SYNDROME 
indi_pt, CONOTRUNCAL HEART MALFORMATIONS ,OMIM:608118, CONOTRUNCAL HEART MALFORMATIONS 
indi_pt," CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS ",OMIM:608118," CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS "
indi_pt," COPROPORPHYRIA, HEREDITARY ",OMIM:608118," COPROPORPHYRIA, HEREDITARY "
indi_pt, CORNEA PLANA ,OMIM:608118, CORNEA PLANA 
indi_pt, CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS ,OMIM:608118, CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS 
indi_pt," CORNEAL DYSTROPHY, AVELLINO TYPE ",OMIM:608118," CORNEAL DYSTROPHY, AVELLINO TYPE "
indi_pt," CORNEAL DYSTROPHY, CONGENITAL STROMAL ",OMIM:608118," CORNEAL DYSTROPHY, CONGENITAL STROMAL "
indi_pt," CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE ",OMIM:608118," CORNEAL DYSTROPHY, EPITHELIAL BASEMENT MEMBRANE "
indi_pt," CORNEAL DYSTROPHY, FLECK ",OMIM:608118," CORNEAL DYSTROPHY, FLECK "
indi_pt," CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL ",OMIM:608118," CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL "
indi_pt," CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE ",OMIM:608118," CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE "
indi_pt," CORNEAL DYSTROPHY, GROENOUW TYPE I ",OMIM:608118," CORNEAL DYSTROPHY, GROENOUW TYPE I "
indi_pt," CORNEAL DYSTROPHY, LATTICE TYPE I ",OMIM:608118," CORNEAL DYSTROPHY, LATTICE TYPE I "
indi_pt," CORNEAL DYSTROPHY, LATTICE TYPE IIIA ",OMIM:608118," CORNEAL DYSTROPHY, LATTICE TYPE IIIA "
indi_pt," CORNEAL DYSTROPHY, MEESMANN ",OMIM:608118," CORNEAL DYSTROPHY, MEESMANN "
indi_pt," CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS ",OMIM:608118," CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS "
indi_pt," CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE ",OMIM:608118," CORNEAL DYSTROPHY, REIS-BUCKLERS TYPE "
indi_pt," CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE ",OMIM:608118," CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE "
indi_pt, CORNEAL ENDOTHELIAL DYSTROPHY ,OMIM:608118, CORNEAL ENDOTHELIAL DYSTROPHY 
indi_pt, CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA ,OMIM:608118, CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA 
indi_pt, CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES ,OMIM:608118, CORNEAL OPACIFICATION WITH OTHER OCULAR ANOMALIES 
indi_pt, CORNELIA DE LANGE SYNDROME ,OMIM:608118, CORNELIA DE LANGE SYNDROME 
indi_pt," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 ",OMIM:608118," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 "
indi_pt," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1 ",OMIM:608118," CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1 "
indi_pt," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 1 "
indi_pt," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 2 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 2 "
indi_pt," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5 "
indi_pt," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6 "
indi_pt," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7 ",OMIM:608118," CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7 "
indi_pt," CORPUS CALLOSUM, AGENESIS OF ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF "
indi_pt," CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA "
indi_pt," CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA ",OMIM:608118," CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA "
indi_pt," CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED ",OMIM:608118," CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED "
indi_pt," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS "
indi_pt," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7 ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7 "
indi_pt," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8 ",OMIM:608118," CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 8 "
indi_pt, CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME ,OMIM:608118, CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME 
indi_pt," CORTICAL MALFORMATIONS, OCCIPITAL ",OMIM:608118," CORTICAL MALFORMATIONS, OCCIPITAL "
indi_pt, CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY ,OMIM:608118, CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY 
indi_pt, CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY ,OMIM:608118, CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY 
indi_pt, CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY ,OMIM:608118, CORTICOSTERONE METHYLOXIDASE TYPE II DEFICIENCY 
indi_pt, CORTISONE REDUCTASE DEFICIENCY ,OMIM:608118, CORTISONE REDUCTASE DEFICIENCY 
indi_pt, COSTELLO SYNDROME ,OMIM:608118, COSTELLO SYNDROME 
indi_pt, COUMARIN RESISTANCE ,OMIM:608118, COUMARIN RESISTANCE 
indi_pt, COUSIN SYNDROME ,OMIM:608118, COUSIN SYNDROME 
indi_pt, COWDEN DISEASE ,OMIM:608118, COWDEN DISEASE 
indi_pt," CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT ",OMIM:608118," CRANIODIAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT "
indi_pt, CRANIOECTODERMAL DYSPLASIA ,OMIM:608118, CRANIOECTODERMAL DYSPLASIA 
indi_pt, CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME ,OMIM:608118, CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME 
indi_pt," CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME ",OMIM:608118," CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME "
indi_pt, CRANIOFACIAL-DEAFNESS-HAND SYNDROME ,OMIM:608118, CRANIOFACIAL-DEAFNESS-HAND SYNDROME 
indi_pt, CRANIOFRONTONASAL SYNDROME ,OMIM:608118, CRANIOFRONTONASAL SYNDROME 
indi_pt, CRANIOLENTICULOSUTURAL DYSPLASIA ,OMIM:608118, CRANIOLENTICULOSUTURAL DYSPLASIA 
indi_pt," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT ",OMIM:608118," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT "
indi_pt," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE ",OMIM:608118," CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE "
indi_pt, CRANIOSYNOSTOSIS 1 ,OMIM:608118, CRANIOSYNOSTOSIS 1 
indi_pt, CRANIOSYNOSTOSIS 2 ,OMIM:608118, CRANIOSYNOSTOSIS 2 
indi_pt, CRANIOSYNOSTOSIS 3 ,OMIM:608118, CRANIOSYNOSTOSIS 3 
indi_pt, CRANIOSYNOSTOSIS 4 ,OMIM:608118, CRANIOSYNOSTOSIS 4 
indi_pt," CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO ",OMIM:608118," CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO "
indi_pt, CRANIOSYNOSTOSIS 6 ,OMIM:608118, CRANIOSYNOSTOSIS 6 
indi_pt, CRANIOSYNOSTOSIS AND DENTAL ANOMALIES ,OMIM:608118, CRANIOSYNOSTOSIS AND DENTAL ANOMALIES 
indi_pt," CREATINE PHOSPHOKINASE, ELEVATED SERUM ",OMIM:608118," CREATINE PHOSPHOKINASE, ELEVATED SERUM "
indi_pt, CREUTZFELDT-JAKOB DISEASE ,OMIM:608118, CREUTZFELDT-JAKOB DISEASE 
indi_pt, CROUZON SYNDROME ,OMIM:608118, CROUZON SYNDROME 
indi_pt, CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS ,OMIM:608118, CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS 
indi_pt, CRYOHYDROCYTOSIS ,OMIM:608118, CRYOHYDROCYTOSIS 
indi_pt," CRYPTORCHIDISM, UNILATERAL OR BILATERAL ",OMIM:608118," CRYPTORCHIDISM, UNILATERAL OR BILATERAL "
indi_pt, CULLER-JONES SYNDROME ,OMIM:608118, CULLER-JONES SYNDROME 
indi_pt, CURRARINO SYNDROME ,OMIM:608118, CURRARINO SYNDROME 
indi_pt," CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL ",OMIM:608118," CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL "
indi_pt," CUTIS LAXA, AUTOSOMAL DOMINANT 1 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 1 "
indi_pt," CUTIS LAXA, AUTOSOMAL DOMINANT 2 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 2 "
indi_pt," CUTIS LAXA, AUTOSOMAL DOMINANT 3 ",OMIM:608118," CUTIS LAXA, AUTOSOMAL DOMINANT 3 "
indi_pt," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA "
indi_pt," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB "
indi_pt," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IC "
indi_pt," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA "
indi_pt," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB ",OMIM:608118," CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIB "
